e_time_TEST1;clicksArray_TEST1;left_Out_TEST1;left_Im_TEST1;right_Out_TEST1;right_Im_TEST1;scoreArrayTEST1;utility_Array_TEST1;;;;e_time_TEST2;clicksArrayTEST2;left_Im_TEST2;Outcome_Array_TEST2;right_Im_TEST2;score_ArrayTEST2;left_Prob_TEST2;right_Prob_TEST2;utility_Array_TEST2;;;;e_time_EXP1;left_Out_EXP1;left_Im_EXP1;Outcome_Array_EXP1;right_Out_EXP1;right_Im_EXP1;scoreArray_EXP1;utility_ArrayEXP1;;;;e_time_EXP2;clicksArrayEXP2;left_Out_EXP2;left_Im_EXP2;left_Prob_EXP2;outcomeArray_EXP2;right_Out_EXP2;right_Im_EXP2;right_Prob_EXP2;scoreArrayEXP2;selected_Im_EXP2;selected_ProbEXP2;selected_SideEXP2;trial_IconsEXP2;Pie_Prob_EXP2;Pie_Types_EXP2;Trial_Runs_EXP2;utility_ArrayEXP2
0.800557000000000;0;1;'Star';-1;'Cycle';1;1;;;;1.74284870000000;0;'Star';1;'Cycle';1;0.200000000000000;0.800000000000000;1;;;;1.07101920000000;1;'Intersection';1;1;'Circle1';-1;0;;;;1.20433010000000;0;0;'Pie1';0.750000000000000;0;0;'Fire';0.250000000000000;-1;'Fire';0.250000000000000;'right';'Fire';0.750000000000000;1;4;0
0.283066500000000;0;1;'Star';-1;'Cycle';2;1;;;;1.60385670000000;1;'Equal';0;'Pie1';0;0.600000000000000;0.800000000000000;0;;;;1.82258770000000;-1;'Intersection';1;-1;'Circle1';-2;0;;;;2.52409320000000;0;0;'Pie4';0.375000000000000;0;0;'Intersection';0.375000000000000;-2;'Intersection';0.375000000000000;'right';'Intersection';0.375000000000000;4;3;0
1.09189200000000;0;1;'Cycle';-1;'Star';3;1;;;;1.33224730000000;1;'Mark';0;'Pie2';-1;0.600000000000000;0.800000000000000;0;;;;3.25036250000000;-1;'Intersection';1;-1;'Circle1';-3;0;;;;1.02043420000000;1;1;'Pie3';0.750000000000000;1;0;'Circle1';0.625000000000000;-1;'Pie3';0.750000000000000;'left';'Circle1';0.750000000000000;3;5;1
1.17248920000000;0;-1;'Cycle';-1;'Star';2;0;;;;2.60372930000000;0;'Pie4';0;'Equal';-2;0.800000000000000;0.600000000000000;0;;;;1.14396040000000;-1;'Circle1';1;1;'Intersection';-3;0;;;;1.02156160000000;1;0;'Intersection';0.375000000000000;0;0;'Pie2';0.375000000000000;-2;'Intersection';0.375000000000000;'left';'Intersection';0.375000000000000;2;3;0
0.265096900000000;0;1;'Cycle';-1;'Star';3;1;;;;1.29912200000000;1;'Fire';0;'Pie2';-3;0.400000000000000;0.800000000000000;0;;;;1.46962630000000;-1;'Circle1';1;1;'Intersection';-3;0;;;;0.460289900000000;0;0;'Arrow';0.625000000000000;0;0;'Pie2';0.500000000000000;-3;'Pie2';0.500000000000000;'right';'Arrow';0.500000000000000;2;3;0
0.332663300000000;0;1;'Cycle';-1;'Star';4;1;;;;4.07254330000000;1;'Cycle';1;'Pie2';-2;0.800000000000000;0.200000000000000;1;;;;1.22595240000000;-1;'Intersection';1;1;'Circle1';-4;0;;;;0.508430000000000;0;0;'Pie2';0.250000000000000;1;1;'Menue';0.750000000000000;-2;'Menue';0.750000000000000;'right';'Menue';0.250000000000000;2;3;1
0.995227700000000;0;-1;'Star';1;'Cycle';3;0;;;;1.58207280000000;0;'Magnet';1;'Mark';-1;0.400000000000000;0.600000000000000;1;;;;0.655739700000000;-1;'Circle1';0;-1;'Intersection';-4;0;;;;0.568665900000000;1;1;'Pie4';0.875000000000000;1;0;'Circle1';0.625000000000000;-1;'Pie4';0.875000000000000;'left';'Circle1';0.875000000000000;4;5;1
1.82984130000000;0;1;'Cycle';-1;'Star';4;1;;;;2.10977030000000;1;'Equal';1;'Pie3';0;0.600000000000000;0.400000000000000;1;;;;0.744225000000000;-1;'Intersection';1;-1;'Circle1';-5;0;;;;0.583438100000000;1;0;'Pie4';0.625000000000000;0;0;'Circle1';0.625000000000000;-2;'Pie4';0.625000000000000;'left';'Circle1';0.625000000000000;4;5;0
6.50581670000000;0;1;'Cycle';-1;'Star';5;1;;;;2.41500190000000;1;'Magnet';1;'Mark';1;0.600000000000000;0.400000000000000;1;;;;0.558241500000000;-1;'Circle1';0;1;'Intersection';-5;0;;;;0.697037400000000;0;0;'Pie4';0.500000000000000;0;0;'Equal';0.375000000000000;-3;'Equal';0.375000000000000;'right';'Equal';0.500000000000000;4;4;0
0.793832400000000;0;1;'Cycle';1;'Star';6;0;;;;0.966856500000000;1;'Equal';0;'Pie1';0;0.600000000000000;0.600000000000000;0;;;;1.09345900000000;1;'Circle1';1;1;'Intersection';-4;1;;;;0.752262700000000;0;0;'Pie2';0.625000000000000;0;0;'Equal';0.375000000000000;-4;'Equal';0.375000000000000;'right';'Equal';0.625000000000000;2;1;0
1.04004220000000;1;1;'Mark';1;'Magnet';7;0;;;;1.59449850000000;0;'Magnet';1;'Mark';1;0.400000000000000;0.600000000000000;1;;;;0.246005900000000;1;'Circle1';1;-1;'Intersection';-3;1;;;;0.558838800000000;1;1;'Pie2';0.875000000000000;1;0;'Arrow';0.625000000000000;-3;'Pie2';0.875000000000000;'left';'Arrow';0.875000000000000;2;4;1
0.693742300000000;1;1;'Magnet';-1;'Mark';8;1;;;;0.943038300000000;0;'Pie3';0;'Star';0;0.800000000000000;0.400000000000000;0;;;;1.00486120000000;-1;'Intersection';1;-1;'Circle1';-3;0;;;;0.427529300000000;0;0;'Pie4';0.250000000000000;1;1;'Menue';0.750000000000000;-2;'Menue';0.750000000000000;'right';'Menue';0.250000000000000;4;2;1
